,FAT_YEARMONTH,FAT_DAY,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,BEGIN_TIME,END_DAY,END_TIME,EPISODE_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,CZ_TIMEZONE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE
1195,201506,20,29067,588223,D,61,M,Mobile/Trailer Home,15,20,15,97796,SOUTH DAKOTA,2015,June,Thunderstorm Wind,C,17,BUFFALO,ABR,CST-6,0,0,1,0,0,0,Law Enforcement
1196,201506,11,29047,588313,D,25,M,Outside/Open Areas,1800,11,2200,97843,WASHINGTON,2015,June,Cold/Wind Chill,Z,569,CASCADES OF PIERCE AND LEWIS COUNTIES,SEW,PST-8,0,0,1,0,0,0,Newspaper
1197,201506,1,29035,588499,D,45,M,In Water,1650,1,1710,97881,IDAHO,2015,June,Thunderstorm Wind,C,7,BEAR LAKE,PIH,MST-7,3,0,4,0,3000,0,Newspaper
1198,201506,1,29036,588499,D,13,F,In Water,1650,1,1710,97881,IDAHO,2015,June,Thunderstorm Wind,C,7,BEAR LAKE,PIH,MST-7,3,0,4,0,3000,0,Newspaper
1199,201506,1,29037,588499,D,13,F,In Water,1650,1,1710,97881,IDAHO,2015,June,Thunderstorm Wind,C,7,BEAR LAKE,PIH,MST-7,3,0,4,0,3000,0,Newspaper
1200,201506,1,29038,588499,D,7,F,In Water,1650,1,1710,97881,IDAHO,2015,June,Thunderstorm Wind,C,7,BEAR LAKE,PIH,MST-7,3,0,4,0,3000,0,Newspaper
1201,201506,7,29039,588577,D,82,M,Unknown,1800,7,1800,97896,TEXAS,2015,June,Heat,Z,101,JACK,FWD,CST-6,0,0,1,0,0,0,Newspaper
1202,201507,3,29042,588935,D,57,F,Vehicle/Towed Trailer,1830,3,2130,97941,KENTUCKY,2015,July,Flash Flood,C,59,DAVIESS,PAH,CST-6,0,0,1,0,20000,0,Trained Spotter
1203,201505,12,29044,588982,D,28,M,Vehicle/Towed Trailer,700,12,1600,97954,ILLINOIS,2015,May,Flood,C,27,CLINTON,LSX,CST-6,0,0,1,0,0,0,Broadcast Media
1204,201505,25,28937,581930,D,55,M,Vehicle/Towed Trailer,1450,25,1544,96369,TEXAS,2015,May,Flash Flood,C,491,WILLIAMSON,EWX,CST-6,0,0,1,0,7000000,0,Trained Spotter
1205,201505,25,28936,581935,D,23,M,Vehicle/Towed Trailer,1552,25,1640,96369,TEXAS,2015,May,Flash Flood,C,453,TRAVIS,EWX,CST-6,0,0,1,0,10000000,0,Emergency Manager
1206,201506,17,29049,589773,I,11,M,Outside/Open Areas,1400,17,1900,97067,TEXAS,2015,June,Flash Flood,C,27,BELL,FWD,CST-6,0,0,0,1,150000,0,Newspaper
1207,201506,23,29053,589831,D,19,M,In Water,100,23,100,98096,TEXAS,2015,June,Flood,C,363,PALO PINTO,FWD,CST-6,0,0,1,0,0,0,Broadcast Media
1208,201506,27,29052,589832,D,37,M,Outside/Open Areas,400,27,600,98097,TEXAS,2015,June,Flash Flood,C,309,MCLENNAN,FWD,CST-6,0,0,1,0,0,0,Broadcast Media
1209,201508,22,29226,590049,I,50,M,In Water,1400,22,1400,98122,MISSOURI,2015,August,Flash Flood,C,97,JASPER,SGF,CST-6,0,0,0,1,0,0,Broadcast Media
1210,201507,29,29059,590306,D,58,M,Outside/Open Areas,1200,29,1200,96755,FLORIDA,2015,July,Heavy Rain,C,103,PINELLAS,TBW,EST-5,0,0,1,0,0,0,County Official
1211,201506,20,29060,590406,D,43,F,Vehicle/Towed Trailer,1535,20,1535,98168,NORTH CAROLINA,2015,June,Thunderstorm Wind,C,109,LINCOLN,GSP,EST-5,0,0,1,0,0,0,Broadcast Media
1212,201506,15,29075,590437,D,47,M,In Water,1445,15,1515,98172,NEW JERSEY,2015,June,Flash Flood,C,31,PASSAIC,OKX,EST-5,0,0,1,0,0,0,Newspaper
1213,201506,28,29068,590941,D,52,F,In Water,800,28,800,98254,SOUTH CAROLINA,2015,June,Rip Current,Z,54,COASTAL HORRY,ILM,EST-5,0,0,1,0,0,0,Newspaper
1214,201506,30,29069,591015,D,32,M,Outside/Open Areas,305,30,305,97501,ARIZONA,2015,June,Lightning,C,3,COCHISE,TWC,MST-7,0,0,1,0,0,0,Broadcast Media
1215,201507,18,29094,591373,D,32,F,Mobile/Trailer Home,2140,19,300,98290,OHIO,2015,July,Flash Flood,C,15,BROWN,ILN,EST-5,3,0,3,0,3000000,0,Emergency Manager
1216,201507,18,29095,591373,D,7,M,Mobile/Trailer Home,2140,19,300,98290,OHIO,2015,July,Flash Flood,C,15,BROWN,ILN,EST-5,3,0,3,0,3000000,0,Emergency Manager
1217,201507,18,29096,591373,D,5,F,Mobile/Trailer Home,2140,19,300,98290,OHIO,2015,July,Flash Flood,C,15,BROWN,ILN,EST-5,3,0,3,0,3000000,0,Emergency Manager
1218,201506,26,29076,591953,I,39,M,Vehicle/Towed Trailer,2330,27,200,96993,INDIANA,2015,June,Flash Flood,C,57,HAMILTON,IND,EST-5,0,2,0,2,20000,1000,Broadcast Media
1219,201506,26,29077,591953,I,16,F,Vehicle/Towed Trailer,2330,27,200,96993,INDIANA,2015,June,Flash Flood,C,57,HAMILTON,IND,EST-5,0,2,0,2,20000,1000,Broadcast Media
1220,201505,23,31540,582021,D,81,M,Vehicle/Towed Trailer,1817,23,2115,96368,TEXAS,2015,May,Flash Flood,C,31,BLANCO,EWX,CST-6,0,0,1,0,0,0,Law Enforcement
1221,201505,23,31539,582543,I,38,F,In Water,1615,23,1915,96368,TEXAS,2015,May,Flash Flood,C,463,UVALDE,EWX,CST-6,0,0,0,1,0,0,Emergency Manager
1222,201505,18,31544,583166,D,79,F,Vehicle/Towed Trailer,840,18,840,96151,TEXAS,2015,May,Flash Flood,C,29,BEXAR,EWX,CST-6,0,0,1,0,0,0,Broadcast Media
1223,201505,17,28935,583168,I,38,M,Outside/Open Areas,1540,17,1540,96112,TEXAS,2015,May,Heavy Rain,C,491,WILLIAMSON,EWX,CST-6,0,0,0,1,0,0,Newspaper
1224,201506,11,29019,586737,D,84,F,Unknown,1200,11,2200,97511,MISSOURI,2015,June,Heat,Z,37,JACKSON,EAX,CST-6,0,0,1,0,0,0,County Official
1225,201512,26,30164,606106,D,37,M,Vehicle/Towed Trailer,1930,26,2330,101275,MISSOURI,2015,December,Flash Flood,C,109,LAWRENCE,SGF,CST-6,0,0,1,0,150000000,0,Emergency Manager
1226,201512,26,29472,606110,D,48,M,Vehicle/Towed Trailer,2010,27,10,101275,MISSOURI,2015,December,Flash Flood,C,59,DALLAS,SGF,CST-6,0,0,1,0,0,0,Law Enforcement
1227,201512,26,29503,606112,D,53,M,Vehicle/Towed Trailer,2022,26,2322,101275,MISSOURI,2015,December,Flash Flood,C,169,PULASKI,SGF,CST-6,0,0,2,0,0,0,Law Enforcement
1228,201512,26,29504,606112,D,50,F,Vehicle/Towed Trailer,2022,26,2322,101275,MISSOURI,2015,December,Flash Flood,C,169,PULASKI,SGF,CST-6,0,0,2,0,0,0,Law Enforcement
1229,201512,26,29730,606347,D,32,M,Vehicle/Towed Trailer,2022,26,2022,101275,MISSOURI,2015,December,Flash Flood,C,169,PULASKI,SGF,CST-6,0,0,5,0,0,0,Fire Department/Rescue
1230,201512,26,29731,606347,D,32,M,Vehicle/Towed Trailer,2022,26,2022,101275,MISSOURI,2015,December,Flash Flood,C,169,PULASKI,SGF,CST-6,0,0,5,0,0,0,Fire Department/Rescue
1231,201512,26,29732,606347,D,38,M,Vehicle/Towed Trailer,2022,26,2022,101275,MISSOURI,2015,December,Flash Flood,C,169,PULASKI,SGF,CST-6,0,0,5,0,0,0,Fire Department/Rescue
1232,201512,26,29733,606347,D,29,M,Vehicle/Towed Trailer,2022,26,2022,101275,MISSOURI,2015,December,Flash Flood,C,169,PULASKI,SGF,CST-6,0,0,5,0,0,0,Fire Department/Rescue
1233,201512,26,29734,606347,D,33,M,Vehicle/Towed Trailer,2022,26,2022,101275,MISSOURI,2015,December,Flash Flood,C,169,PULASKI,SGF,CST-6,0,0,5,0,0,0,Fire Department/Rescue
1234,201506,13,29078,591974,D,18,M,In Water,1800,13,1800,98395,INDIANA,2015,June,Flood,C,45,FOUNTAIN,IND,EST-5,0,0,1,0,50000,0,Broadcast Media
1235,201508,7,29262,592029,D,43,M,Mobile/Trailer Home,2015,7,2015,98400,NEBRASKA,2015,August,Thunderstorm Wind,C,87,HITCHCOCK,GLD,CST-6,0,0,1,0,1040000,0,NWS Storm Survey
1236,201508,29,29285,592082,D,36,M,Vehicle/Towed Trailer,900,29,1200,98415,WASHINGTON,2015,August,Strong Wind,Z,509,Tacoma Area,SEW,PST-8,4,0,1,0,2.50E+11,0,Newspaper
1237,201508,23,29291,592412,D,5,M,Vehicle/Towed Trailer,1400,23,1400,98508,TEXAS,2015,August,Heat,Z,133,Johnson,FWD,CST-6,0,0,1,0,0,0,Newspaper
1238,201507,10,29097,592580,D,73,F,Permanent Home,1600,10,1600,98538,ARKANSAS,2015,July,Excessive Heat,Z,45,Lonoke,LZK,CST-6,0,0,1,0,0,0,Broadcast Media
1239,201507,24,29098,592581,D,2,M,Vehicle/Towed Trailer,1420,24,1420,98539,ARKANSAS,2015,July,Excessive Heat,Z,42,Garland,LZK,CST-6,0,0,1,0,0,0,Fire Department/Rescue
1240,201506,27,29176,592636,D,24,F,Under Tree,1600,27,1620,98554,ARIZONA,2015,June,Lightning,C,5,COCONINO,FGZ,MST-7,7,0,1,0,0,0,Law Enforcement
1241,201507,1,29102,592654,I,58,M,Unknown,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1242,201507,1,29103,592654,D,30,M,Outside/Open Areas,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1243,201507,3,29109,592654,D,55,M,Outside/Open Areas,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1244,201507,4,29111,592654,D,55,M,Outside/Open Areas,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1245,201507,4,29112,592654,I,65,M,Outside/Open Areas,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1246,201507,1,29104,592654,D,74,M,Permanent Home,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1247,201507,1,29105,592654,D,71,M,Permanent Home,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1248,201507,2,29107,592654,D,60,M,Permanent Home,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1249,201507,3,29108,592654,D,56,M,Permanent Home,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1250,201507,3,29110,592654,D,64,M,Permanent Home,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1251,201507,4,29113,592654,D,63,M,Permanent Home,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1252,201507,4,29114,592654,D,84,F,Permanent Home,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1253,201507,2,29106,592654,D,48,M,Permanent Structure,0,4,2359,98557,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,11,2,0,0,County Official
1254,201507,7,29115,592655,I,20,M,Permanent Structure,0,7,2359,98558,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,0,1,0,0,County Official
1255,201507,14,29117,592657,D,50,F,Outside/Open Areas,0,15,2359,98560,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,2,1,0,0,County Official
1256,201507,15,29118,592657,D,57,F,Permanent Home,0,15,2359,98560,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,2,1,0,0,County Official
1257,201507,14,29116,592657,I,20,M,Permanent Structure,0,15,2359,98560,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,2,1,0,0,County Official
1258,201509,10,29156,595085,D,48,M,Outside/Open Areas,1620,10,1620,99103,TEXAS,2015,September,Heavy Rain,C,29,BEXAR,EWX,CST-6,0,0,1,0,0,0,Emergency Manager
1259,201509,10,29158,595086,D,50,M,Outside/Open Areas,1620,10,1620,99103,TEXAS,2015,September,Heavy Rain,C,29,BEXAR,EWX,CST-6,0,0,1,0,0,0,Emergency Manager
1260,201509,22,29204,596257,D,46,M,Outside/Open Areas,1500,22,1530,99277,NEW MEXICO,2015,September,Flash Flood,C,1,BERNALILLO,ABQ,MST-7,0,0,1,0,50000,0,Broadcast Media
1261,201509,9,29345,597821,D,80,M,Permanent Home,1326,30,2359,99362,CALIFORNIA,2015,September,Wildfire,Z,69,West Slope Northern Sierra Nevada,STO,PST-8,1,0,2,0,0,0,Park/Forest Service
1262,201509,9,29346,597821,D,65,M,Permanent Home,1326,30,2359,99362,CALIFORNIA,2015,September,Wildfire,Z,69,West Slope Northern Sierra Nevada,STO,PST-8,1,0,2,0,0,0,Park/Forest Service
1263,201509,12,29347,597822,D,72,F,Permanent Home,1224,30,2359,99362,CALIFORNIA,2015,September,Wildfire,Z,64,Clear Lake/Southern Lake County,STO,PST-8,4,0,4,0,0,0,Park/Forest Service
1264,201509,12,29350,597822,D,69,M,Permanent Home,1224,30,2359,99362,CALIFORNIA,2015,September,Wildfire,Z,64,Clear Lake/Southern Lake County,STO,PST-8,4,0,4,0,0,0,Park/Forest Service
1265,201509,12,29348,597822,D,69,M,Vehicle/Towed Trailer,1224,30,2359,99362,CALIFORNIA,2015,September,Wildfire,Z,64,Clear Lake/Southern Lake County,STO,PST-8,4,0,4,0,0,0,Park/Forest Service
1266,201509,12,29349,597822,D,59,M,Vehicle/Towed Trailer,1224,30,2359,99362,CALIFORNIA,2015,September,Wildfire,Z,64,Clear Lake/Southern Lake County,STO,PST-8,4,0,4,0,0,0,Park/Forest Service
1267,201509,3,29328,601214,D,49,M,Outside/Open Areas,1300,8,1200,100393,NEVADA,2015,September,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,1,1,0,0,County Official
1268,201509,8,29329,601214,I,64,M,Outside/Open Areas,1300,8,1200,100393,NEVADA,2015,September,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,1,1,0,0,County Official
1269,201509,16,29331,601215,I,39,M,Permanent Structure,1300,12,1600,100394,NEVADA,2015,September,Excessive Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,1,1,0,0,County Official
1270,201509,30,29332,601219,I,80,M,Permanent Structure,1200,30,1200,100397,NEVADA,2015,September,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,0,1,0,0,County Official
1271,201509,13,29336,601505,D,22,M,Outside/Open Areas,1605,13,1605,100438,ARIZONA,2015,September,Lightning,C,5,COCONINO,FGZ,MST-7,0,0,1,0,0,0,Park/Forest Service
1272,201509,14,29353,602149,D,33,M,Vehicle/Towed Trailer,1540,14,2100,100391,ARIZONA,2015,September,Flash Flood,C,15,MOHAVE,VEF,MST-7,0,0,1,0,500000,0,Fire Department/Rescue
1273,201509,20,29366,602412,D,25,F,In Water,1600,20,1600,100654,WASHINGTON,2015,September,Strong Wind,Z,556,BELLEVUE AND VICINITY,SEW,PST-8,0,0,1,0,0,0,Newspaper
1274,201509,27,29363,602563,D,41,M,In Water,1630,27,1700,100690,GEORGIA,2015,September,Rip Current,Z,119,Coastal Chatham,CHS,EST-5,2,0,3,0,0,0,Emergency Manager
1275,201509,27,29364,602563,D,36,M,In Water,1630,27,1700,100690,GEORGIA,2015,September,Rip Current,Z,119,Coastal Chatham,CHS,EST-5,2,0,3,0,0,0,Emergency Manager
1276,201509,27,29365,602563,D,39,M,In Water,1630,27,1700,100690,GEORGIA,2015,September,Rip Current,Z,119,Coastal Chatham,CHS,EST-5,2,0,3,0,0,0,Emergency Manager
1277,201507,28,29121,592658,D,65,M,Outside/Open Areas,0,28,2359,98561,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,3,0,0,0,County Official
1278,201507,26,29119,592658,D,88,M,Permanent Home,0,28,2359,98561,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,3,0,0,0,County Official
1279,201507,27,29120,592658,D,64,F,Permanent Structure,0,28,2359,98561,NEVADA,2015,July,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,3,0,0,0,County Official
1280,201507,18,29123,592930,D,2,F,Vehicle/Towed Trailer,1600,18,1800,98640,TEXAS,2015,July,Excessive Heat,Z,119,Dallas,FWD,CST-6,0,0,1,0,0,0,Newspaper
1281,201507,19,29124,592931,D,25,M,Heavy Equipment/Construction,1600,19,1805,98640,TEXAS,2015,July,Excessive Heat,Z,104,Collin,FWD,CST-6,0,0,1,0,0,0,Newspaper
1282,201507,5,29126,593292,D,26,F,Under Tree,1437,5,1437,98709,FLORIDA,2015,July,Thunderstorm Wind,C,1,ALACHUA,JAX,EST-5,2,0,1,0,0,0,Law Enforcement
1283,201508,29,29293,593403,I,82,M,Permanent Home,1043,29,1243,98415,WASHINGTON,2015,August,High Wind,Z,503,Western Whatcom,SEW,PST-8,0,0,0,2,2.50E+11,0,Newspaper
1284,201508,29,29294,593403,I,71,F,Permanent Home,1043,29,1243,98415,WASHINGTON,2015,August,High Wind,Z,503,Western Whatcom,SEW,PST-8,0,0,0,2,2.50E+11,0,Newspaper
1285,201508,8,29263,594076,D,54,M,Under Tree,1600,8,1600,98911,FLORIDA,2015,August,Lightning,C,86,MIAMI-DADE,MFL,EST-5,2,0,1,0,0,0,Broadcast Media
1286,201507,3,29136,594150,I,39,M,In Water,1400,5,2000,98929,OREGON,2015,July,Heat,Z,8,Southern Willamette Valley,PQR,PST-8,0,1,0,1,0,0,Broadcast Media
1287,201507,10,29137,594153,D,35,M,In Water,1515,10,1525,98932,OREGON,2015,July,Rip Current,Z,1,Northern Oregon Coast,PQR,PST-8,1,0,1,0,0,0,Coast Guard
1288,201507,2,29179,594336,I,31,M,Vehicle/Towed Trailer,2045,3,600,96068,TENNESSEE,2015,July,Flash Flood,C,35,CUMBERLAND,OHX,CST-6,0,0,0,1,500000,0,Emergency Manager
1289,201508,5,29148,594672,I,66,M,Outside/Open Areas,1200,6,2359,99044,NEVADA,2015,August,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,2,1,0,0,County Official
1290,201508,5,29149,594672,D,70,M,Outside/Open Areas,1200,6,2359,99044,NEVADA,2015,August,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,2,1,0,0,County Official
1291,201508,6,29150,594672,D,80,M,Permanent Home,1200,6,2359,99044,NEVADA,2015,August,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,2,1,0,0,County Official
1292,201508,11,29151,594674,D,84,M,Outside/Open Areas,0,11,2359,99046,NEVADA,2015,August,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,1,0,0,0,County Official
1293,201508,20,29153,594675,I,55,M,Permanent Home,1200,17,2000,99047,NEVADA,2015,August,Excessive Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,1,1,0,0,County Official
1294,201508,19,29152,594675,D,74,M,Vehicle/Towed Trailer,1200,17,2000,99047,NEVADA,2015,August,Excessive Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,1,1,0,0,County Official
1295,201508,24,29154,594676,D,63,M,Vehicle/Towed Trailer,0,24,2359,99048,NEVADA,2015,August,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,1,0,0,0,County Official
1296,201509,14,29404,602738,D,30,F,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1297,201509,14,29405,602738,D,28,F,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1298,201509,14,29406,602738,D,27,F,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1299,201509,14,29407,602738,D,6,M,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1300,201509,14,29408,602738,D,9,F,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1301,201509,14,29409,602738,D,9,F,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1302,201509,14,29410,602738,D,7,F,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1303,201509,14,29411,602738,D,6,F,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1304,201509,14,29412,602738,D,5,F,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1305,201509,14,29413,602738,D,5,F,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1306,201509,14,29414,602738,D,6,M,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1307,201509,14,29415,602738,D,4,,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1308,201509,14,29416,602738,D,11,,Vehicle/Towed Trailer,1420,14,1900,100563,UTAH,2015,September,Flash Flood,C,53,WASHINGTON,SLC,MST-7,3,0,13,0,750000,0,State Official
1309,201507,19,29160,595225,D,25,F,Mobile/Trailer Home,1810,19,1810,98496,FLORIDA,2015,July,Thunderstorm Wind,C,129,WAKULLA,TAE,EST-5,0,0,1,0,75000,0,Broadcast Media
1310,201508,18,29298,595640,D,62,M,Heavy Equipment/Construction,900,18,1100,99142,ALASKA,2015,August,Flash Flood,C,23,SITKA COASTAL,AJK,AKST-9,0,0,3,0,1700000,0,Emergency Manager
1311,201508,18,29299,595640,D,26,M,Heavy Equipment/Construction,900,18,1100,99142,ALASKA,2015,August,Flash Flood,C,23,SITKA COASTAL,AJK,AKST-9,0,0,3,0,1700000,0,Emergency Manager
1312,201508,18,29300,595640,D,25,M,Heavy Equipment/Construction,900,18,1100,99142,ALASKA,2015,August,Flash Flood,C,23,SITKA COASTAL,AJK,AKST-9,0,0,3,0,1700000,0,Emergency Manager
1313,201508,1,29170,595742,D,66,M,Vehicle/Towed Trailer,1200,1,1600,99171,ARIZONA,2015,August,Heat,Z,36,Lake Mead National Recreation Area,VEF,MST-7,0,0,2,0,0,0,Broadcast Media
1314,201508,1,29171,595742,D,65,F,Vehicle/Towed Trailer,1200,1,1600,99171,ARIZONA,2015,August,Heat,Z,36,Lake Mead National Recreation Area,VEF,MST-7,0,0,2,0,0,0,Broadcast Media
1315,201508,27,29172,595743,D,4,M,Vehicle/Towed Trailer,1200,27,1600,99172,NEVADA,2015,August,Heat,Z,20,Las Vegas Valley,VEF,PST-8,0,0,1,0,0,0,Newspaper
1316,201505,4,29223,596416,D,58,,Unknown,0,7,0,99327,GUAM,2015,May,Hurricane (Typhoon),Z,2,MICRONESIA,GUM,GST10,0,0,1,0,50000,50000,Official NWS Observations
1317,201507,20,29187,596551,D,64,M,Unknown,1100,20,1900,97135,PENNSYLVANIA,2015,July,Excessive Heat,Z,71,Philadelphia,PHI,EST-5,0,0,2,0,0,0,ASOS
1318,201507,20,29186,596551,D,88,F,Permanent Home,1100,20,1900,97135,PENNSYLVANIA,2015,July,Excessive Heat,Z,71,Philadelphia,PHI,EST-5,0,0,2,0,0,0,ASOS
1319,201506,30,29181,596765,D,28,M,In Water,2115,30,2359,99413,NEW YORK,2015,June,Flash Flood,C,67,ONONDAGA,BGM,EST-5,0,0,1,0,500000,0,State Official
1320,201507,24,29182,596829,D,14,M,Boating,1300,24,1445,98978,ATLANTIC SOUTH,2015,July,Marine Thunderstorm Wind,Z,650,Jupiter Inlet to Deerfield Beach FL out 20nm,MFL,EST-5,0,0,2,0,0,0,Broadcast Media
1321,201507,24,29183,596829,D,14,M,Boating,1300,24,1445,98978,ATLANTIC SOUTH,2015,July,Marine Thunderstorm Wind,Z,650,Jupiter Inlet to Deerfield Beach FL out 20nm,MFL,EST-5,0,0,2,0,0,0,Broadcast Media
1322,201508,6,29260,596835,I,0,M,Vehicle/Towed Trailer,1400,6,1500,98629,TEXAS,2015,August,Heat,Z,192,Travis,EWX,CST-6,0,0,0,1,0,0,Newspaper
1323,201507,17,29188,596913,D,21,M,In Water,1400,17,1400,99434,UTAH,2015,July,Thunderstorm Wind,C,43,SUMMIT,SLC,MST-7,0,0,1,0,0,0,Broadcast Media
1324,201507,14,29189,597062,D,45,M,Outside/Open Areas,1806,14,1806,96381,ALABAMA,2015,July,Thunderstorm Wind,C,43,CULLMAN,HUN,CST-6,0,0,1,0,0,0,Emergency Manager
1325,201507,28,29194,597109,D,52,F,In Water,800,28,800,99483,SOUTH CAROLINA,2015,July,Rip Current,Z,54,Coastal Horry,ILM,EST-5,0,0,1,0,0,0,NWS Employee
1326,201507,29,29195,597110,D,49,M,In Water,1040,29,1040,99485,SOUTH CAROLINA,2015,July,Rip Current,Z,54,Coastal Horry,ILM,EST-5,0,0,1,0,0,0,NWS Employee
1327,201506,16,29196,597183,D,83,F,Permanent Home,1100,16,1700,99507,PENNSYLVANIA,2015,June,Heat,Z,71,PHILADELPHIA,PHI,EST-5,0,0,1,0,0,0,ASOS
1328,201507,12,29206,597245,D,21,M,Outside/Open Areas,1700,12,1700,99527,SOUTH DAKOTA,2015,July,Lightning,C,81,LAWRENCE,UNR,MST-7,1,0,1,0,0,0,Law Enforcement
1329,201507,23,29201,597275,D,73,F,Outside/Open Areas,1455,23,1455,99534,ALABAMA,2015,July,Lightning,C,51,ELMORE,BMX,CST-6,0,0,1,0,0,0,Emergency Manager
1330,201507,11,29205,597459,D,53,M,In Water,1315,11,1315,99560,PUERTO RICO,2015,July,Rip Current,Z,11,Southwest,SJU,AST-4,0,0,1,0,0,0,Newspaper
1331,201501,18,29250,598140,D,49,M,Vehicle/Towed Trailer,628,18,1200,99713,MARYLAND,2015,January,Winter Weather,Z,507,NORTHWEST HARFORD,LWX,EST-5,3,0,1,0,0,0,Broadcast Media
