FAT_YEARMONTH,FAT_DAY,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,BEGIN_TIME,END_DAY,END_TIME,EPISODE_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE
201301,24,19791,421108,I,47,Missing,Vehicle/Towed Trailer,700,1,1500,70119,OKLAHOMA,2013,January,Dense Fog,Z,52,BRYAN,OUN,1/1/2013 7:00,CST-6,1/1/2013 15:00,0,0,0,1,0,0,ASOS
201301,27,19574,421872,D,28,F,Outside/Open Areas,1525,27,1525,70249,WYOMING,2013,January,Avalanche,Z,24,SALT RIVER & WYOMING RANGES,RIW,1/27/2013 15:25,MST-7,1/27/2013 15:25,0,0,1,0,0,0,Newspaper
201301,27,19575,421873,D,30,M,Outside/Open Areas,1700,27,1700,70250,WYOMING,2013,January,Avalanche,Z,12,TETON & GROS VENTRE MOUNTAINS,RIW,1/27/2013 17:00,MST-7,1/27/2013 17:00,0,0,1,0,0,0,Newspaper
201301,13,19577,422507,I,42,M,Vehicle/Towed Trailer,1100,13,1500,70346,ILLINOIS,2013,January,Winter Weather,Z,81,FRANKLIN,PAH,1/13/2013 11:00,CST-6,1/13/2013 15:00,0,0,0,1,0,0,Trained Spotter
201301,19,19578,422671,D,60,M,In Water,1245,19,1255,70376,ATLANTIC SOUTH,2013,January,Marine Strong Wind,Z,555,SEBASTIAN INLET TO JUPITER INLET 0-20NM,MLB,1/19/2013 12:45,EST-5,1/19/2013 12:55,0,0,1,0,0,0,Newspaper
201302,2,19579,422937,I,46,F,Other,200,2,1800,70418,INDIANA,2013,February,Winter Weather,Z,14,MARSHALL,IWX,2/2/2013 2:00,EST-5,2/2/2013 18:00,0,0,0,1,0,0,CoCoRaHS
201301,9,19587,423156,I,1,M,Vehicle/Towed Trailer,1000,9,1150,70463,PENNSYLVANIA,2013,January,Winter Weather,Z,14,BUTLER,PBZ,1/9/2013 10:00,EST-5,1/9/2013 11:50,0,0,0,2,0,0,Department of Highways
201301,9,19588,423156,I,3,M,Vehicle/Towed Trailer,1000,9,1150,70463,PENNSYLVANIA,2013,January,Winter Weather,Z,14,BUTLER,PBZ,1/9/2013 10:00,EST-5,1/9/2013 11:50,0,0,0,2,0,0,Department of Highways
201301,27,19798,423269,I,47,Missing,Vehicle/Towed Trailer,1200,27,1800,70466,WISCONSIN,2013,January,Winter Storm,Z,25,DUNN,MPX,1/27/2013 12:00,CST-6,1/27/2013 18:00,0,1,0,1,0,0,Trained Spotter
201301,18,19609,424565,D,47,M,In Water,2100,22,2200,70699,HAWAII,2013,January,High Surf,Z,2,KAUAI WINDWARD,HFO,1/17/2013 21:00,HST-10,1/22/2013 22:00,0,0,2,0,0,0,Trained Spotter
201301,18,19610,424565,D,46,M,In Water,2100,22,2200,70699,HAWAII,2013,January,High Surf,Z,2,KAUAI WINDWARD,HFO,1/17/2013 21:00,HST-10,1/22/2013 22:00,0,0,2,0,0,0,Trained Spotter
201302,23,19624,426115,I,51,M,Vehicle/Towed Trailer,2100,23,2100,70912,MONTANA,2013,February,Winter Weather,Z,39,EASTERN CARBON,BYZ,2/23/2013 21:00,MST-7,2/23/2013 21:00,0,0,0,1,0,0,Broadcast Media
201301,27,19667,426456,I,21,F,Vehicle/Towed Trailer,2300,27,2300,70969,MONTANA,2013,January,Winter Weather,Z,34,NORTHERN STILLWATER,BYZ,1/27/2013 23:00,MST-7,1/27/2013 23:00,0,0,0,1,0,0,Broadcast Media
201301,30,19662,426639,D,50,F,Outside/Open Areas,2045,30,2115,70332,WEST VIRGINIA,2013,January,Heavy Rain,C,53,MASON,RLX,1/30/2013 20:45,EST-5,1/30/2013 21:15,0,0,1,0,0,0,County Official
201302,25,19671,427387,I,71,M,Permanent Home,1800,25,1800,70953,OKLAHOMA,2013,February,Heavy Snow,Z,10,WOODWARD,OUN,2/25/2013 18:00,CST-6,2/25/2013 18:00,0,0,0,1,0,0,Emergency Manager
201301,16,19672,427445,I,60,M,Vehicle/Towed Trailer,600,16,1000,71110,IOWA,2013,January,Winter Weather,Z,11,ALLAMAKEE,ARX,1/16/2013 6:00,CST-6,1/16/2013 10:00,0,0,0,1,5000,0,Newspaper
201301,21,19686,427488,D,38,M,Outside/Open Areas,2200,21,200,71118,WISCONSIN,2013,January,Cold/Wind Chill,Z,39,BROWN,GRB,1/20/2013 22:00,CST-6,1/21/2013 2:00,0,0,1,0,0,0,Law Enforcement
201302,18,19678,427656,D,60,M,In Water,1700,18,2200,71155,GUAM,2013,February,Rip Current,Z,7,SAIPAN,GUM,2/18/2013 17:00,GST10,2/18/2013 22:00,0,0,1,0,0,0,Newspaper
201303,1,19685,427677,D,40,M,Outside/Open Areas,1030,1,1030,71166,WYOMING,2013,March,Avalanche,Z,12,TETON & GROS VENTRE MOUNTAINS,RIW,3/1/2013 10:30,MST-7,3/1/2013 10:30,0,0,1,0,0,0,Newspaper
201303,3,19680,427678,D,47,Missing,Other,1300,3,1330,71167,NEW MEXICO,2013,March,Strong Wind,Z,515,EAST SLOPES OF THE SANGRE DE CRISTO MOUNTAINS,ABQ,3/3/2013 13:00,MST-7,3/3/2013 13:30,0,0,1,0,100000,0,AWOS
201302,26,19681,427696,D,61,M,In Water,1645,26,1930,71171,GUAM,2013,February,Rip Current,Z,7,SAIPAN,GUM,2/26/2013 16:45,GST10,2/26/2013 19:30,0,0,1,0,0,0,Newspaper
201302,26,19684,427801,I,81,M,Outside/Open Areas,1700,25,1400,71063,NEW MEXICO,2013,February,Blizzard,Z,535,CURRY COUNTY,ABQ,2/24/2013 17:00,MST-7,2/25/2013 14:00,0,0,0,1,0,0,Department of Highways
201301,11,19691,428112,I,47,M,Other,1550,11,1553,71235,NEBRASKA,2013,January,Winter Weather,Z,59,LINCOLN,LBF,1/11/2013 15:50,CST-6,1/11/2013 15:53,0,0,0,4,1000000,0,Law Enforcement
201301,11,19692,428112,I,47,M,Other,1550,11,1553,71235,NEBRASKA,2013,January,Winter Weather,Z,59,LINCOLN,LBF,1/11/2013 15:50,CST-6,1/11/2013 15:53,0,0,0,4,1000000,0,Law Enforcement
201301,11,19693,428112,I,47,M,Other,1550,11,1553,71235,NEBRASKA,2013,January,Winter Weather,Z,59,LINCOLN,LBF,1/11/2013 15:50,CST-6,1/11/2013 15:53,0,0,0,4,1000000,0,Law Enforcement
201301,11,19694,428112,I,47,M,Other,1550,11,1553,71235,NEBRASKA,2013,January,Winter Weather,Z,59,LINCOLN,LBF,1/11/2013 15:50,CST-6,1/11/2013 15:53,0,0,0,4,1000000,0,Law Enforcement
201302,21,19696,428124,D,74,F,Mobile/Trailer Home,1310,21,1319,71237,TEXAS,2013,February,Tornado,C,403,SABINE,SHV,2/21/2013 13:10,CST-6,2/21/2013 13:19,2,0,1,0,250000,0,NWS Storm Survey
201301,30,19923,428260,D,51,M,Mobile/Trailer Home,1112,30,1121,71266,GEORGIA,2013,January,Tornado,C,15,BARTOW,FFC,1/30/2013 11:12,EST-5,1/30/2013 11:21,9,0,1,0,60000000,0,NWS Storm Survey
201302,26,19697,428333,D,60,M,Vehicle/Towed Trailer,620,26,620,71283,GEORGIA,2013,February,Strong Wind,Z,46,ROCKDALE,FFC,2/26/2013 6:20,EST-5,2/26/2013 6:20,0,0,1,0,50000,0,Law Enforcement
201301,30,19704,428867,I,39,M,Vehicle/Towed Trailer,600,31,700,71230,MICHIGAN,2013,January,Winter Storm,Z,85,NORTHERN SCHOOLCRAFT,MQT,1/30/2013 6:00,EST-5,1/31/2013 7:00,0,0,0,1,0,0,Public
201301,27,19711,428996,I,45,M,Vehicle/Towed Trailer,700,27,1500,71353,MINNESOTA,2013,January,Winter Weather,Z,98,ROCK,FSD,1/27/2013 7:00,CST-6,1/27/2013 15:00,0,0,0,1,0,0,Law Enforcement
201301,1,19713,429176,D,47,M,In Water,1536,4,400,71391,PUERTO RICO,2013,January,High Surf,Z,2,NORTHEAST,SJU,1/1/2013 15:36,AST-4,1/4/2013 4:00,0,0,1,0,0,0,Newspaper
201301,13,19715,429178,D,40,M,In Water,1445,16,2045,71392,PUERTO RICO,2013,January,High Surf,Z,2,NORTHEAST,SJU,1/13/2013 14:45,AST-4,1/16/2013 20:45,0,0,1,0,0,0,Broadcast Media
201301,31,19972,429685,D,26,F,Camping,200,31,400,71384,MARYLAND,2013,January,Flash Flood,C,3,ANNE ARUNDEL,LWX,1/31/2013 2:00,EST-5,1/31/2013 4:00,0,0,1,0,0,0,911 Call Center
201301,4,19716,429686,D,60,M,Outside/Open Areas,115,4,115,71460,ILLINOIS,2013,January,Cold/Wind Chill,Z,14,COOK,LOT,1/4/2013 1:15,CST-6,1/4/2013 1:15,0,0,1,0,0,0,Newspaper
201301,17,19717,429697,D,71,M,Vehicle/Towed Trailer,2024,17,2024,71462,ILLINOIS,2013,January,Cold/Wind Chill,Z,14,COOK,LOT,1/17/2013 20:24,CST-6,1/17/2013 20:24,0,0,1,0,0,0,Newspaper
201301,20,19720,429700,D,70,M,Unknown,1640,20,1640,71463,ILLINOIS,2013,January,Cold/Wind Chill,Z,14,COOK,LOT,1/20/2013 16:40,CST-6,1/20/2013 16:40,0,0,1,0,0,0,Newspaper
201301,27,19723,429789,I,24,F,Vehicle/Towed Trailer,500,28,500,71081,UTAH,2013,January,Winter Storm,Z,5,GREAT SALT LAKE DESERT AND MOUNTAINS,SLC,1/27/2013 5:00,MST-7,1/28/2013 5:00,0,1,0,1,0,0,Trained Spotter
201301,18,19724,429868,D,7,M,Outside/Open Areas,1530,18,1530,71077,UTAH,2013,January,Avalanche,Z,9,WESTERN UINTA MOUNTAINS,SLC,1/18/2013 15:30,MST-7,1/18/2013 15:30,1,0,2,0,0,0,Other Federal Agency
201301,18,19725,429868,D,14,M,Outside/Open Areas,1530,18,1530,71077,UTAH,2013,January,Avalanche,Z,9,WESTERN UINTA MOUNTAINS,SLC,1/18/2013 15:30,MST-7,1/18/2013 15:30,1,0,2,0,0,0,Other Federal Agency
201301,24,19935,429887,I,47,Missing,Unknown,600,24,1200,71079,UTAH,2013,January,Ice Storm,Z,4,SOUTHERN WASATCH FRONT,SLC,1/24/2013 6:00,MST-7,1/24/2013 12:00,0,73,0,1,0,0,Newspaper
201301,21,19728,429917,D,12,F,Outside/Open Areas,1000,21,1800,71508,OHIO,2013,January,Winter Weather,Z,77,HAMILTON,ILN,1/21/2013 10:00,EST-5,1/21/2013 18:00,27,0,1,0,2000000,0,Broadcast Media
201301,13,19737,430080,D,19,M,Vehicle/Towed Trailer,2300,13,2301,71530,INDIANA,2013,January,Flood,C,53,GRANT,IWX,1/13/2013 23:00,EST-5,1/13/2013 23:01,0,0,1,0,0,0,Broadcast Media
201301,12,19792,430257,D,59,M,Vehicle/Towed Trailer,2130,13,900,71553,MISSOURI,2013,January,Flood,C,123,MADISON,LSX,1/12/2013 21:30,CST-6,1/13/2013 9:00,0,0,1,0,0,0,Emergency Manager
201302,5,20021,430416,I,28,F,Vehicle/Towed Trailer,800,5,900,71569,OHIO,2013,February,Dense Fog,Z,15,PAULDING,IWX,2/5/2013 8:00,EST-5,2/5/2013 9:00,0,9,0,1,0,0,Broadcast Media
201301,15,19944,430579,D,79,M,Outside/Open Areas,0,15,1400,71592,ILLINOIS,2013,January,Cold/Wind Chill,Z,61,SHELBY,ILX,1/15/2013 0:00,CST-6,1/15/2013 14:00,0,0,1,0,0,0,Emergency Manager
201302,21,19797,430751,D,47,F,In Water,1630,22,830,71591,HAWAII,2013,February,Flood,C,7,KAUAI,HFO,2/21/2013 16:30,HST-10,2/22/2013 8:30,0,0,1,0,0,0,Newspaper
201303,10,19799,431016,I,22,M,Unknown,1000,10,1630,71558,NEBRASKA,2013,March,Blizzard,Z,66,LANCASTER,OAX,3/10/2013 10:00,CST-6,3/10/2013 16:30,0,0,0,1,0,0,AWOS
201303,10,19800,431017,I,22,M,Unknown,900,10,1700,71558,NEBRASKA,2013,March,Blizzard,Z,51,SAUNDERS,OAX,3/10/2013 9:00,CST-6,3/10/2013 17:00,0,0,0,1,0,0,AWOS
201303,10,19801,431018,I,22,M,Unknown,1130,10,1700,71558,NEBRASKA,2013,March,Blizzard,Z,44,DODGE,OAX,3/10/2013 11:30,CST-6,3/10/2013 17:00,0,0,0,1,0,0,AWOS
201303,10,19802,431019,I,22,M,Unknown,800,10,1500,71558,NEBRASKA,2013,March,Blizzard,Z,34,BURT,OAX,3/10/2013 8:00,CST-6,3/10/2013 15:00,0,0,0,1,0,0,AWOS
201303,10,19803,431020,I,22,M,Unknown,1000,10,1700,71558,NEBRASKA,2013,March,Blizzard,Z,45,WASHINGTON,OAX,3/10/2013 10:00,CST-6,3/10/2013 17:00,0,0,0,1,0,0,AWOS
201303,10,19805,431022,I,22,M,Unknown,1300,10,1700,71558,NEBRASKA,2013,March,Blizzard,Z,52,DOUGLAS,OAX,3/10/2013 13:00,CST-6,3/10/2013 17:00,0,0,0,1,0,0,AWOS
201301,24,19924,431604,D,71,M,Permanent Home,2300,23,900,70133,PENNSYLVANIA,2013,January,Cold/Wind Chill,Z,55,MONROE,PHI,1/22/2013 23:00,EST-5,1/23/2013 9:00,0,0,1,0,0,0,ASOS
201301,30,19925,431647,D,47,M,Other,307,30,307,70457,TENNESSEE,2013,January,Thunderstorm Wind,C,37,DAVIDSON,OHX,1/30/2013 3:07,CST-6,1/30/2013 3:07,0,0,1,0,5000,0,Emergency Manager
201301,16,19928,431698,D,62,M,Outside/Open Areas,500,16,500,71663,ARIZONA,2013,January,Cold/Wind Chill,Z,506,SOUTHEAST PINAL COUNTY,TWC,1/16/2013 5:00,MST-7,1/16/2013 5:00,0,0,1,0,0,0,Law Enforcement
201301,28,19929,431724,I,47,F,Vehicle/Towed Trailer,500,28,1800,70194,PENNSYLVANIA,2013,January,Winter Weather,Z,54,CARBON,PHI,1/28/2013 5:00,EST-5,1/28/2013 18:00,0,0,0,2,0,0,Trained Spotter
201301,28,19930,431724,I,47,Missing,Vehicle/Towed Trailer,500,28,1800,70194,PENNSYLVANIA,2013,January,Winter Weather,Z,54,CARBON,PHI,1/28/2013 5:00,EST-5,1/28/2013 18:00,0,0,0,2,0,0,Trained Spotter
201301,13,19931,431749,D,36,M,Outside/Open Areas,0,13,900,71553,MISSOURI,2013,January,Cold/Wind Chill,Z,99,REYNOLDS,LSX,1/13/2013 0:00,CST-6,1/13/2013 9:00,0,0,3,0,0,0,Broadcast Media
201301,13,19932,431749,D,10,M,Outside/Open Areas,0,13,900,71553,MISSOURI,2013,January,Cold/Wind Chill,Z,99,REYNOLDS,LSX,1/13/2013 0:00,CST-6,1/13/2013 9:00,0,0,3,0,0,0,Broadcast Media
201301,13,19933,431749,D,8,M,Outside/Open Areas,0,13,900,71553,MISSOURI,2013,January,Cold/Wind Chill,Z,99,REYNOLDS,LSX,1/13/2013 0:00,CST-6,1/13/2013 9:00,0,0,3,0,0,0,Broadcast Media
201301,1,19937,431896,D,59,M,In Water,1230,1,1230,71728,CALIFORNIA,2013,January,Sneakerwave,Z,505,COASTAL NORTH BAY INCLUDING POINT REYES NATIONAL SEASHORE,MTR,1/1/2013 12:30,PST-8,1/1/2013 12:30,0,0,1,0,0,0,Newspaper
201301,16,19941,431929,I,21,M,Permanent Home,2230,16,2230,71729,CALIFORNIA,2013,January,Extreme Cold/Wind Chill,Z,529,NORTHERN MONTEREY BAY,MTR,1/16/2013 22:30,PST-8,1/16/2013 22:30,0,1,0,1,0,0,Newspaper
201301,16,19943,431932,I,30,M,Other,0,16,0,71729,CALIFORNIA,2013,January,Extreme Cold/Wind Chill,Z,506,NORTH BAY INTERIOR VALLEYS,MTR,1/16/2013 0:00,PST-8,1/16/2013 0:00,0,0,0,1,0,0,Newspaper
201302,22,19950,432073,I,55,M,Vehicle/Towed Trailer,1100,23,400,71750,WASHINGTON,2013,February,Heavy Snow,Z,37,NORTHEAST MOUNTAINS,OTX,2/22/2013 11:00,PST-8,2/23/2013 4:00,0,0,0,1,25000,0,Park/Forest Service
201301,4,19951,432653,I,47,Missing,Vehicle/Towed Trailer,0,4,1200,71835,CALIFORNIA,2013,January,Dense Fog,Z,90,E CENTRAL S.J. VALLEY,HNX,1/4/2013 0:00,PST-8,1/4/2013 12:00,0,0,0,1,500000,0,Mesonet
201302,10,19952,432835,I,26,F,Vehicle/Towed Trailer,930,10,1230,71856,WISCONSIN,2013,February,Winter Weather,Z,44,ADAMS,ARX,2/10/2013 9:30,CST-6,2/10/2013 12:30,0,0,0,1,20000,0,Broadcast Media
201302,8,19955,434997,I,50,F,Vehicle/Towed Trailer,2020,9,500,70481,NEW JERSEY,2013,February,Winter Storm,Z,12,MIDDLESEX,PHI,2/8/2013 20:20,EST-5,2/9/2013 5:00,0,1,0,1,0,0,Trained Spotter
201302,11,19956,435346,D,58,M,Outside/Open Areas,1800,11,400,72172,SOUTH DAKOTA,2013,February,Blizzard,Z,18,SPINK,ABR,2/10/2013 18:00,CST-6,2/11/2013 4:00,0,0,1,0,0,0,Department of Highways
201302,7,19963,435577,D,60,M,Permanent Structure,1040,7,1040,72224,ILLINOIS,2013,February,Cold/Wind Chill,Z,14,COOK,LOT,2/7/2013 10:40,CST-6,2/7/2013 10:40,0,0,1,0,0,0,Newspaper
201302,9,19964,435578,D,60,M,Outside/Open Areas,345,9,345,72225,ILLINOIS,2013,February,Cold/Wind Chill,Z,14,COOK,LOT,2/9/2013 3:45,CST-6,2/9/2013 3:45,0,0,1,0,0,0,Newspaper
201302,25,19965,435579,D,56,M,Outside/Open Areas,1003,25,1003,72230,ILLINOIS,2013,February,Cold/Wind Chill,Z,14,COOK,LOT,2/25/2013 10:03,CST-6,2/25/2013 10:03,0,0,1,0,0,0,Newspaper
201302,18,19971,435755,I,22,M,Vehicle/Towed Trailer,1500,18,1000,72075,MAINE,2013,February,Blizzard,Z,2,NORTHEAST AROOSTOOK,CAR,2/17/2013 15:00,EST-5,2/18/2013 10:00,0,1,0,1,0,0,Trained Spotter
201302,9,19970,435861,I,60,M,Outside/Open Areas,1100,9,1600,71941,MASSACHUSETTS,2013,February,Heavy Snow,Z,12,SOUTHERN WORCESTER,BOX,2/8/2013 11:00,EST-5,2/9/2013 16:00,0,0,0,1,0,0,Amateur Radio
201302,10,19968,435864,I,13,M,Vehicle/Towed Trailer,1200,9,1600,71941,MASSACHUSETTS,2013,February,Heavy Snow,Z,15,SUFFOLK,BOX,2/8/2013 12:00,EST-5,2/9/2013 16:00,0,0,0,2,0,0,Trained Spotter
201302,10,19969,435864,I,47,M,Vehicle/Towed Trailer,1200,9,1600,71941,MASSACHUSETTS,2013,February,Heavy Snow,Z,15,SUFFOLK,BOX,2/8/2013 12:00,EST-5,2/9/2013 16:00,0,0,0,2,0,0,Trained Spotter
201302,11,19967,435889,I,47,M,Outside/Open Areas,1200,9,1400,71942,RHODE ISLAND,2013,February,Heavy Snow,Z,2,SOUTHEAST PROVIDENCE,BOX,2/8/2013 12:00,EST-5,2/9/2013 14:00,0,0,0,1,0,0,Public
201302,9,20018,436907,D,47,Missing,Unknown,1500,9,735,72446,NEW YORK,2013,February,Blizzard,Z,78,NORTHWEST SUFFOLK,OKX,2/8/2013 15:00,EST-5,2/9/2013 7:35,0,0,3,0,17000000,0,Trained Spotter
201302,9,20019,436907,D,47,Missing,Unknown,1500,9,735,72446,NEW YORK,2013,February,Blizzard,Z,78,NORTHWEST SUFFOLK,OKX,2/8/2013 15:00,EST-5,2/9/2013 7:35,0,0,3,0,17000000,0,Trained Spotter
201302,9,20020,436907,D,47,Missing,Unknown,1500,9,735,72446,NEW YORK,2013,February,Blizzard,Z,78,NORTHWEST SUFFOLK,OKX,2/8/2013 15:00,EST-5,2/9/2013 7:35,0,0,3,0,17000000,0,Trained Spotter
201302,9,20016,436908,D,47,Missing,Unknown,1535,9,735,72446,NEW YORK,2013,February,Blizzard,Z,80,SOUTHWEST SUFFOLK,OKX,2/8/2013 15:35,EST-5,2/9/2013 7:35,0,0,2,0,6000000,0,Trained Spotter
201302,9,20017,436908,D,47,Missing,Unknown,1535,9,735,72446,NEW YORK,2013,February,Blizzard,Z,80,SOUTHWEST SUFFOLK,OKX,2/8/2013 15:35,EST-5,2/9/2013 7:35,0,0,2,0,6000000,0,Trained Spotter
201302,9,20015,436909,D,47,Missing,Unknown,2250,9,1005,72446,NEW YORK,2013,February,Blizzard,Z,79,NORTHEAST SUFFOLK,OKX,2/8/2013 22:50,EST-5,2/9/2013 10:05,0,0,1,0,6000000,0,Trained Spotter
201302,9,20014,436910,D,47,Missing,Unknown,2250,9,1005,72446,NEW YORK,2013,February,Blizzard,Z,81,SOUTHEAST SUFFOLK,OKX,2/8/2013 22:50,EST-5,2/9/2013 10:05,0,0,1,0,3000000,0,Trained Spotter
201304,23,20226,436912,D,57,F,Outside/Open Areas,2300,23,2300,72450,MISSOURI,2013,April,Lightning,C,91,HOWELL,SGF,4/23/2013 23:00,CST-6,4/23/2013 23:00,0,0,1,0,0,0,County Official
201302,6,19997,436974,I,47,F,Vehicle/Towed Trailer,815,6,815,72475,GEORGIA,2013,February,Dense Fog,Z,97,LAURENS,FFC,2/6/2013 8:15,EST-5,2/6/2013 8:15,0,0,0,4,900000,0,Law Enforcement
201302,6,19998,436974,I,47,M,Vehicle/Towed Trailer,815,6,815,72475,GEORGIA,2013,February,Dense Fog,Z,97,LAURENS,FFC,2/6/2013 8:15,EST-5,2/6/2013 8:15,0,0,0,4,900000,0,Law Enforcement
201302,6,19999,436974,I,47,M,Vehicle/Towed Trailer,815,6,815,72475,GEORGIA,2013,February,Dense Fog,Z,97,LAURENS,FFC,2/6/2013 8:15,EST-5,2/6/2013 8:15,0,0,0,4,900000,0,Law Enforcement
201302,6,20000,436974,I,47,M,Vehicle/Towed Trailer,815,6,815,72475,GEORGIA,2013,February,Dense Fog,Z,97,LAURENS,FFC,2/6/2013 8:15,EST-5,2/6/2013 8:15,0,0,0,4,900000,0,Law Enforcement
201303,18,20003,437021,D,65,M,Vehicle/Towed Trailer,1625,18,1625,72044,GEORGIA,2013,March,Thunderstorm Wind,C,233,POLK,FFC,3/18/2013 16:25,EST-5,3/18/2013 16:25,1,0,1,0,15000,0,911 Call Center
201303,18,20004,437032,I,47,M,Vehicle/Towed Trailer,1750,18,1750,72044,GEORGIA,2013,March,Thunderstorm Wind,C,263,TALBOT,FFC,3/18/2013 17:50,EST-5,3/18/2013 17:50,0,1,0,1,45000,0,Law Enforcement
201304,29,20013,437702,I,20,F,Vehicle/Towed Trailer,100,29,101,72552,INDIANA,2013,April,Dense Fog,Z,3,LA PORTE,IWX,4/29/2013 1:00,CST-6,4/29/2013 1:01,0,0,0,1,0,0,County Official
201303,8,20022,438250,D,38,F,In Water,1320,9,1700,72644,ARIZONA,2013,March,Flood,C,13,MARICOPA,PSR,3/8/2013 13:20,MST-7,3/9/2013 17:00,0,0,1,0,0,0,Broadcast Media
201303,1,20043,438404,D,32,M,Outside/Open Areas,1600,1,1600,72673,UTAH,2013,March,Avalanche,Z,517,CENTRAL MOUNTAINS,SLC,3/1/2013 16:00,MST-7,3/1/2013 16:00,0,0,1,0,0,0,Other Federal Agency
201303,11,20034,438818,I,56,M,Vehicle/Towed Trailer,2015,11,415,72733,WISCONSIN,2013,March,Winter Weather,Z,53,VERNON,ARX,3/10/2013 20:15,CST-6,3/11/2013 4:15,0,1,0,1,10000,0,Newspaper
201303,8,20026,438836,D,93,F,Outside/Open Areas,1200,8,1200,72736,WISCONSIN,2013,March,Cold/Wind Chill,Z,53,VERNON,ARX,3/7/2013 12:00,CST-6,3/8/2013 12:00,0,0,1,0,0,0,Broadcast Media
201304,9,20029,438967,D,35,F,Outside/Open Areas,1800,9,2200,72748,NEBRASKA,2013,April,Winter Storm,Z,3,BOX BUTTE,CYS,4/8/2013 18:00,MST-7,4/9/2013 22:00,0,0,1,0,0,0,Law Enforcement
201304,29,20256,439576,D,55,M,In Water,1442,30,1647,72853,NORTH DAKOTA,2013,April,Flood,C,99,WALSH,FGF,4/27/2013 14:42,CST-6,4/30/2013 16:47,0,0,1,0,20000,0,Emergency Manager
201304,28,20255,439635,I,51,M,Outside/Open Areas,1917,30,2359,72853,NORTH DAKOTA,2013,April,Flood,C,19,CAVALIER,FGF,4/28/2013 19:17,CST-6,4/30/2013 23:59,0,0,0,1,5000,0,Emergency Manager
201304,11,20257,439748,D,28,M,Business,1035,11,1104,72870,MISSISSIPPI,2013,April,Tornado,C,69,KEMPER,JAN,4/11/2013 10:35,CST-6,4/11/2013 11:04,5,0,1,0,700000,0,NWS Storm Survey
201304,18,20467,440073,D,62,F,Vehicle/Towed Trailer,313,18,1900,72722,ILLINOIS,2013,April,Flash Flood,C,99,LA SALLE,LOT,4/18/2013 3:13,CST-6,4/18/2013 19:00,0,0,1,0,75000000,0,Emergency Manager
201305,9,20390,440213,D,75,M,Vehicle/Towed Trailer,1930,9,1940,72943,TEXAS,2013,May,Strong Wind,Z,28,LAMB,LUB,5/9/2013 19:30,CST-6,5/9/2013 19:40,0,0,2,0,0,0,Newspaper
201305,9,20391,440213,D,7,M,Vehicle/Towed Trailer,1930,9,1940,72943,TEXAS,2013,May,Strong Wind,Z,28,LAMB,LUB,5/9/2013 19:30,CST-6,5/9/2013 19:40,0,0,2,0,0,0,Newspaper
201303,17,20044,440732,D,12,F,Vehicle/Towed Trailer,400,17,2000,72985,IDAHO,2013,March,Winter Storm,Z,25,WASATCH MOUNTAINS/IADHO PORTION,PIH,3/17/2013 4:00,MST-7,3/17/2013 20:00,0,0,1,0,0,0,Newspaper
201303,22,20045,440735,D,23,F,Vehicle/Towed Trailer,500,22,2100,72987,IDAHO,2013,March,Winter Storm,Z,22,SOUTH CENTRAL HIGHLANDS,PIH,3/22/2013 5:00,MST-7,3/22/2013 21:00,0,0,1,0,0,0,Newspaper
201303,31,20057,441212,I,33,M,Vehicle/Towed Trailer,900,31,2100,73066,VIRGINIA,2013,March,Dense Fog,Z,16,CARROLL,RNK,3/31/2013 9:00,EST-5,3/31/2013 21:00,0,25,0,3,500000,0,Newspaper
201303,31,20058,441212,I,71,F,Vehicle/Towed Trailer,900,31,2100,73066,VIRGINIA,2013,March,Dense Fog,Z,16,CARROLL,RNK,3/31/2013 9:00,EST-5,3/31/2013 21:00,0,25,0,3,500000,0,Newspaper
201303,31,20059,441212,I,24,M,Vehicle/Towed Trailer,900,31,2100,73066,VIRGINIA,2013,March,Dense Fog,Z,16,CARROLL,RNK,3/31/2013 9:00,EST-5,3/31/2013 21:00,0,25,0,3,500000,0,Newspaper
201303,2,20052,441421,D,1,M,Outside/Open Areas,1250,2,1250,73093,COLORADO,2013,March,Avalanche,Z,31,WEST JACKSON & WEST GRAND COUNTIES ABOVE 9000 FEET,BOU,3/2/2013 12:50,MST-7,3/2/2013 12:50,1,0,1,0,0,0,Park/Forest Service
201303,17,20053,441422,D,43,M,Outside/Open Areas,1800,17,1800,73094,COLORADO,2013,March,Avalanche,Z,33,S & E JACKSON / LARIMER / N & NE GRAND / NW BOULDER COUNTIES ABOVE 9000 FEET,BOU,3/17/2013 18:00,MST-7,3/17/2013 18:00,1,0,1,0,0,0,Park/Forest Service
201305,14,21515,442002,D,22,M,In Water,1310,14,1310,73179,FLORIDA,2013,May,Rip Current,Z,141,COASTAL VOLUSIA COUNTY,MLB,5/14/2013 13:10,EST-5,5/14/2013 13:10,0,0,1,0,0,0,Newspaper
